VannforekomstID	Vannforekomstnavn	Vanntype	Nasjonal vanntype	Interkalibreringstype	Økoregion kyst	Kysttype	Salinitet	Tidevann	Bølgeeksponering	Miksing i vannsøylen	Oppholdstid	Strømhastighet	Påvirkningstype	Påvirkningsgrad	Økologisk tilstand	Økologisk potensial	Kjemisk tilstand	Økologisk tilstand miljømål	Økologisk potensial miljømål	Kjemisk miljømål	Vannregionkoordinator	Vannregion	Vannområde	VassdragsområdeID	Vassdragsområde	Endret dato	Kommunenummer	Kommunenavn
0320020302-2-C	Storbukta	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning og utslipp fra transport/infrastruktur	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	114	TUSTNA KOMMUNE OG ERTVÅGØY	02.11.2019 12:47	1576	Aure
0320020302-2-C	Storbukta	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra beite og eng	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	114	TUSTNA KOMMUNE OG ERTVÅGØY	02.11.2019 12:47	1576	Aure
0320020302-2-C	Storbukta	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra spredt bebyggelse	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	114	TUSTNA KOMMUNE OG ERTVÅGØY	02.11.2019 12:47	1576	Aure
0320020302-2-C	Storbukta	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra renseanlegg 2000 PE	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	114	TUSTNA KOMMUNE OG ERTVÅGØY	02.11.2019 12:47	1576	Aure
0320020400-C	Vinjefjorden-ytre	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning og utslipp fra fiskeoppdrett	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	113	FJELNA/KORSNESFJORD SØR OG VINJEFJORD	12.07.2021 11:49	1576,5055	Aure, Heim
0320020501-C	Valsøyfjorden-indre	CH4413222	H4	Not applicable	Norskehavet Sør	Ferskvannspåvirket beskyttet fjord	Polyhalin (18 - 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra spredt bebyggelse	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	113	FJELNA/KORSNESFJORD SØR OG VINJEFJORD	02.11.2019 12:26	5055	Heim
0320020501-C	Valsøyfjorden-indre	CH4413222	H4	Not applicable	Norskehavet Sør	Ferskvannspåvirket beskyttet fjord	Polyhalin (18 - 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra beite og eng	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	113	FJELNA/KORSNESFJORD SØR OG VINJEFJORD	02.11.2019 12:26	5055	Heim
0320020501-C	Valsøyfjorden-indre	CH4413222	H4	Not applicable	Norskehavet Sør	Ferskvannspåvirket beskyttet fjord	Polyhalin (18 - 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning og utslipp fra transport/infrastruktur	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	113	FJELNA/KORSNESFJORD SØR OG VINJEFJORD	02.11.2019 12:26	5055	Heim
0320020501-C	Valsøyfjorden-indre	CH4413222	H4	Not applicable	Norskehavet Sør	Ferskvannspåvirket beskyttet fjord	Polyhalin (18 - 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra renseanlegg 2000 PE	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	113	FJELNA/KORSNESFJORD SØR OG VINJEFJORD	02.11.2019 12:26	5055	Heim
0320020501-C	Valsøyfjorden-indre	CH4413222	H4	Not applicable	Norskehavet Sør	Ferskvannspåvirket beskyttet fjord	Polyhalin (18 - 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra industri (ikke-IED)	Ukjent grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	113	FJELNA/KORSNESFJORD SØR OG VINJEFJORD	02.11.2019 12:26	5055	Heim
0320020501-C	Valsøyfjorden-indre	CH4413222	H4	Not applicable	Norskehavet Sør	Ferskvannspåvirket beskyttet fjord	Polyhalin (18 - 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra akvakultur	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	113	FJELNA/KORSNESFJORD SØR OG VINJEFJORD	02.11.2019 12:26	5055	Heim
0320020502-C	Valsøyfjorden-ytre	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra renseanlegg 2000 PE	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	113	FJELNA/KORSNESFJORD SØR OG VINJEFJORD	4/13/2022 10:24:09 AM	5055	Heim
0320020502-C	Valsøyfjorden-ytre	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning og utslipp fra transport/infrastruktur	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	113	FJELNA/KORSNESFJORD SØR OG VINJEFJORD	4/13/2022 10:24:09 AM	5055	Heim
0320020502-C	Valsøyfjorden-ytre	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra beite og eng	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	113	FJELNA/KORSNESFJORD SØR OG VINJEFJORD	4/13/2022 10:24:09 AM	5055	Heim
0320020502-C	Valsøyfjorden-ytre	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra spredt bebyggelse	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	113	FJELNA/KORSNESFJORD SØR OG VINJEFJORD	4/13/2022 10:24:09 AM	5055	Heim
0320020600-C	Vinjefjorden-indre	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra spredt bebyggelse	Liten grad	Svært god	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	113	FJELNA/KORSNESFJORD SØR OG VINJEFJORD	1/14/2022 10:05:07 AM	1576,5055	Aure, Heim
0320020600-C	Vinjefjorden-indre	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning og utslipp fra fiskeoppdrett	Liten grad	Svært god	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	113	FJELNA/KORSNESFJORD SØR OG VINJEFJORD	1/14/2022 10:05:07 AM	1576,5055	Aure, Heim
0320020600-C	Vinjefjorden-indre	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra beite og eng	Liten grad	Svært god	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	113	FJELNA/KORSNESFJORD SØR OG VINJEFJORD	1/14/2022 10:05:07 AM	1576,5055	Aure, Heim
0320020600-C	Vinjefjorden-indre	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra renseanlegg 2000 PE	Liten grad	Svært god	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	113	FJELNA/KORSNESFJORD SØR OG VINJEFJORD	1/14/2022 10:05:07 AM	1576,5055	Aure, Heim
0320020600-C	Vinjefjorden-indre	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra annen kilde	Liten grad	Svært god	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	113	FJELNA/KORSNESFJORD SØR OG VINJEFJORD	1/14/2022 10:05:07 AM	1576,5055	Aure, Heim
0320020700-C	Kallandsvågen	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)			God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	116	RØSTA/TRONDHEIMSLEIA: AURE-STAMNES	12.05.2022 08:39	1576	Aure
0320020800-C	Årvågfjorden	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra renseanlegg 2000 PE	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	116	RØSTA/TRONDHEIMSLEIA: AURE-STAMNES	12.05.2011 10:21	1576	Aure
0320020800-C	Årvågfjorden	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra beite og eng	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	116	RØSTA/TRONDHEIMSLEIA: AURE-STAMNES	12.05.2011 10:21	1576	Aure
0320020800-C	Årvågfjorden	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning og utslipp fra transport/infrastruktur	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	116	RØSTA/TRONDHEIMSLEIA: AURE-STAMNES	12.05.2011 10:21	1576	Aure
0320020800-C	Årvågfjorden	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra spredt bebyggelse	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	116	RØSTA/TRONDHEIMSLEIA: AURE-STAMNES	12.05.2011 10:21	1576	Aure
0320020900-C	Dromnessundet	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra spredt bebyggelse	Liten grad	Moderat	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	116	RØSTA/TRONDHEIMSLEIA: AURE-STAMNES	2/28/2019 10:04:05 AM	1576	Aure
0320020900-C	Dromnessundet	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning og utslipp fra transport/infrastruktur	Liten grad	Moderat	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	116	RØSTA/TRONDHEIMSLEIA: AURE-STAMNES	2/28/2019 10:04:05 AM	1576	Aure
0320020900-C	Dromnessundet	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra renseanlegg 2000 PE	Liten grad	Moderat	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	116	RØSTA/TRONDHEIMSLEIA: AURE-STAMNES	2/28/2019 10:04:05 AM	1576	Aure
0320021000-C	Torsetsundet	CH6413231		Not applicable	Norskehavet Sør	Oksygenfattig fjord	Polyhalin (18 - 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Lang (måneder/år)	Svak (< 1 knop)			God	Ikke relevant	Udefinert	God	Udefinert	God	Møre og Romsdal FK	Møre og Romsdal	Nordre Nordmøre	116	RØSTA/TRONDHEIMSLEIA: AURE-STAMNES	01.01.2005 00:00	1576	Aure
0320030101-C	Hemnfjorden	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp av kommunalt avløpsvann uten rensing	Liten grad	Svært god	Ikke relevant	Udefinert	God	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	07.09.2023 22:38	5055,5056,5059	Heim, Hitra, Orkland
0320030101-C	Hemnfjorden	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra spredt bebyggelse	Liten grad	Svært god	Ikke relevant	Udefinert	God	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	07.09.2023 22:38	5055,5056,5059	Heim, Hitra, Orkland
0320030101-C	Hemnfjorden	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning og utslipp fra fiskeoppdrett	Liten grad	Svært god	Ikke relevant	Udefinert	God	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	07.09.2023 22:38	5055,5056,5059	Heim, Hitra, Orkland
0320030102-C	Bjørkøyfjorden	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning og utslipp fra fiskeoppdrett	Liten grad	Svært god	Ikke relevant	Udefinert	Svært god	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	07.10.2023 19:05	5055,5059	Heim, Orkland
0320030102-C	Bjørkøyfjorden	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra spredt bebyggelse	Liten grad	Svært god	Ikke relevant	Udefinert	Svært god	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	07.10.2023 19:05	5055,5059	Heim, Orkland
0320030102-C	Bjørkøyfjorden	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Menneskelig påvirkning av annen årsak	Ukjent grad	Svært god	Ikke relevant	Udefinert	Svært god	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	07.10.2023 19:05	5055,5059	Heim, Orkland
0320030103-C	Hemnfjorden - Næløya	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Menneskelig påvirkning av annen årsak	Ukjent grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	02.07.2019 14:39	5055,5059	Heim, Orkland
0320030103-C	Hemnfjorden - Næløya	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning og utslipp fra fiskeoppdrett	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	02.07.2019 14:39	5055,5059	Heim, Orkland
0320030104-C	Hemnfjorden - Kyrksæterøra	CH4413222	H4	Not applicable	Norskehavet Sør	Ferskvannspåvirket beskyttet fjord	Polyhalin (18 - 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning og utslipp fra fiskeoppdrett	Liten grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	2/22/2021 9:51:16 AM	5055	Heim
0320030104-C	Hemnfjorden - Kyrksæterøra	CH4413222	H4	Not applicable	Norskehavet Sør	Ferskvannspåvirket beskyttet fjord	Polyhalin (18 - 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra industrier	Middels grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	2/22/2021 9:51:16 AM	5055	Heim
0320030104-C	Hemnfjorden - Kyrksæterøra	CH4413222	H4	Not applicable	Norskehavet Sør	Ferskvannspåvirket beskyttet fjord	Polyhalin (18 - 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra renseanlegg 2000 PE	Liten grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	2/22/2021 9:51:16 AM	5055	Heim
0320030104-C	Hemnfjorden - Kyrksæterøra	CH4413222	H4	Not applicable	Norskehavet Sør	Ferskvannspåvirket beskyttet fjord	Polyhalin (18 - 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra annen kilde	Ukjent grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	2/22/2021 9:51:16 AM	5055	Heim
0320030104-C	Hemnfjorden - Kyrksæterøra	CH4413222	H4	Not applicable	Norskehavet Sør	Ferskvannspåvirket beskyttet fjord	Polyhalin (18 - 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra industri (ikke-IED)	Middels grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	2/22/2021 9:51:16 AM	5055	Heim
0320030200-C	Snillfjorden	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra akvakultur	Liten grad	Svært god	Ikke relevant	Udefinert	God	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	07.10.2023 19:41	5055,5059	Heim, Orkland
0320030200-C	Snillfjorden	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning og utslipp fra fiskeoppdrett	Liten grad	Svært god	Ikke relevant	Udefinert	God	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	07.10.2023 19:41	5055,5059	Heim, Orkland
0320030200-C	Snillfjorden	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Menneskelig påvirkning av annen årsak	Ukjent grad	Svært god	Ikke relevant	Udefinert	God	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	07.10.2023 19:41	5055,5059	Heim, Orkland
0320030300-10-C	Sagfjorden	CH4413222	H4	Not applicable	Norskehavet Sør	Ferskvannspåvirket beskyttet fjord	Polyhalin (18 - 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Menneskelig påvirkning av annen årsak	Stor grad	Moderat	Ikke relevant	Udefinert	God	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	01.12.2022 09:44	5059	Orkland
0320030300-10-C	Sagfjorden	CH4413222	H4	Not applicable	Norskehavet Sør	Ferskvannspåvirket beskyttet fjord	Polyhalin (18 - 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra akvakultur	Middels grad	Moderat	Ikke relevant	Udefinert	God	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	01.12.2022 09:44	5059	Orkland
0320030300-11-C	Åstfjorden, ytre del	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)			Svært god	Ikke relevant	Udefinert	God	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	11/23/2021 2:57:38 PM	5056,5059	Hitra, Orkland
0320030300-12-C	Våganvågen	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Menneskelig påvirkning av annen årsak	Stor grad	Moderat	Ikke relevant	Udefinert	God	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	12.05.2012 13:45	5056	Hitra
0320030300-14-C	Aunbugen	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Fysisk endring grunnet havneanlegg	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	11/29/2021 9:57:32 AM	5059	Orkland
0320030300-15-C	Åstfjorden, midtre del	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)			Svært god	Ikke relevant	Udefinert	God	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	11/24/2021 8:28:14 AM	5056,5059	Hitra, Orkland
0320030300-16-C	Litlskjæret småbåthavn	CH3513222	H3	CW-NEA7	Norskehavet Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Middels (1-5 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Fysisk endring grunnet moloer	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Trøndelag FK	Trøndelag	Søndre Fosen	119	TRONDHEIMSLEIA ØST: STAMNES-AGDENES FYR	12.01.2020 09:19	5059	Orkland
