VannforekomstID	Vannforekomstnavn	Vanntype	Nasjonal vanntype	Interkalibreringstype	Økoregion kyst	Kysttype	Salinitet	Tidevann	Bølgeeksponering	Miksing i vannsøylen	Oppholdstid	Strømhastighet	Påvirkningstype	Påvirkningsgrad	Økologisk tilstand	Økologisk potensial	Kjemisk tilstand	Økologisk tilstand miljømål	Økologisk potensial miljømål	Kjemisk miljømål	Vannregionkoordinator	Vannregion	Vannområde	VassdragsområdeID	Vassdragsområde	Endret dato	Kommunenummer	Kommunenavn
0240000500-C	Nordfjord	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra industrier	Middels grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Rogaland FK	Rogaland	Dalane	26	SIRA OG SOKNA/KYST HIDRA-SOKNDAL	1/24/2022 1:42:56 PM	1111	Sokndal
0240000600-C	Nesvågen	CN2522112	N2	CW-NEA1/26	Nordsjøen Sør	Moderat eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Moderat	Blandet	Kort (dager)	Moderat (1 - 3 knop)			God	Ikke relevant	Udefinert	God	Udefinert	God	Rogaland FK	Rogaland	Dalane	27	BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA	11.07.2018 10:01	1111	Sokndal
0240000700-C	Nålaugviga	CN2522112	N2	CW-NEA1/26	Nordsjøen Sør	Moderat eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Moderat	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Punktutslipp fra søppelfyllinger	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Rogaland FK	Rogaland	Dalane	27	BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA	09.01.2005 00:00	1101	Eigersund
0240010100-C	Lygre	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra annen kilde	Stor grad	Dårlig	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Dalane	27	BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA	9/23/2022 1:52:25 PM	1101	Eigersund
0240010100-C	Lygre	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra renseanlegg 2000 PE	Liten grad	Dårlig	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Dalane	27	BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA	9/23/2022 1:52:25 PM	1101	Eigersund
0240010100-C	Lygre	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra spredt bebyggelse	Middels grad	Dårlig	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Dalane	27	BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA	9/23/2022 1:52:25 PM	1101	Eigersund
0240010201-C	Vandringshamna - Rosshagen	CN2522112	N2	CW-NEA1/26	Nordsjøen Sør	Moderat eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Moderat	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Punktutslipp fra renseanlegg 2000 PE	Liten grad	God	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Dalane	27	BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA	11.06.2018 18:45	1101	Eigersund
0240010202-C	Egersund	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra renseanlegg 2000 PE	Stor grad	Dårlig	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Dalane	27	BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA	9/26/2022 4:12:37 PM	1101	Eigersund
0240010202-C	Egersund	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra industri (ikke-IED)	Stor grad	Dårlig	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Dalane	27	BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA	9/26/2022 4:12:37 PM	1101	Eigersund
0240010203-C	Båtavika	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra industri (ikke-IED)	Stor grad	Dårlig	Ikke relevant	Udefinert	God	Udefinert	God	Rogaland FK	Rogaland	Dalane	27	BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA	9/26/2022 2:46:00 PM	1101	Eigersund
0240010204-C	Tengsvågen	CN5323322	N5	Not applicable	Nordsjøen Sør	Sterkt ferskvannspåvirket fjord	Mesohalin (5 - 18)	Liten (< 1 m)	Beskyttet	Lagdelt	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra annen kilde	Middels grad	Dårlig	Ikke relevant	Udefinert	God	Udefinert	God	Rogaland FK	Rogaland	Dalane	27	BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA	1/24/2022 12:58:39 PM	1101	Eigersund
0240010300-C	Nordresundet	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)			God	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Dalane	27	BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA	11.07.2018 07:43	1101	Eigersund
0240010400-C	Marren	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra industri (ikke-IED)	Liten grad	Dårlig	Ikke relevant	Udefinert	God	Udefinert	God	Rogaland FK	Rogaland	Dalane	27	BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA	1/24/2022 12:54:07 PM	1101	Eigersund
0240010500-C	Lundarviga	CN2522112	N2	CW-NEA1/26	Nordsjøen Sør	Moderat eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Moderat	Blandet	Kort (dager)	Moderat (1 - 3 knop)			God	Ikke relevant	Udefinert	God	Udefinert	God	Rogaland FK	Rogaland	Dalane	27	BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA	11.07.2018 07:45	1101	Eigersund
0241000030-C	Jærensrev-syd	CN1521112	N1	CW-NEA1/26	Nordsjøen Sør	Åpen eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Høy	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Punktutslipp fra renseanlegg 150000 PE	Liten grad	Svært god	Ikke relevant	Dårlig	Svært god	Udefinert	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	5/24/2020 4:15:57 PM	1119,1120	Hå, Klepp
0241000031-1-C	Sirevåg	CN1521112	N1	CW-NEA1/26	Nordsjøen Sør	Åpen eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Høy	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Punktutslipp fra renseanlegg 10000 PE	Stor grad	Svært dårlig	Ikke relevant	Udefinert	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	27	BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA	9/24/2018 6:58:57 AM	1119	Hå
0241000031-2-C	Ognabukta	CN1521112	N1	CW-NEA1/26	Nordsjøen Sør	Åpen eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Høy	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Punktutslipp fra renseanlegg 2000 PE	Liten grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	27	BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA	1/14/2021 10:52:32 AM	1119	Hå
0242000030-C	Jærensrev nord	CN1521112	N1	CW-NEA1/26	Nordsjøen Sør	Åpen eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Høy	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Punktutslipp fra renseanlegg 2000 PE	Liten grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	08.04.2022 13:42	1120,1124,1144	Klepp, Sola, Kvitsøy
0242000030-C	Jærensrev nord	CN1521112	N1	CW-NEA1/26	Nordsjøen Sør	Åpen eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Høy	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Punktutslipp fra renseanlegg 10000 PE	Liten grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	08.04.2022 13:42	1120,1124,1144	Klepp, Sola, Kvitsøy
0242000030-C	Jærensrev nord	CN1521112	N1	CW-NEA1/26	Nordsjøen Sør	Åpen eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Høy	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Punktutslipp fra søppelfyllinger	Liten grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	08.04.2022 13:42	1120,1124,1144	Klepp, Sola, Kvitsøy
0242000030-C	Jærensrev nord	CN1521112	N1	CW-NEA1/26	Nordsjøen Sør	Åpen eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Høy	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Diffus avrenning fra flytransport - flyplasser	Ukjent grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	08.04.2022 13:42	1120,1124,1144	Klepp, Sola, Kvitsøy
0242000030-C	Jærensrev nord	CN1521112	N1	CW-NEA1/26	Nordsjøen Sør	Åpen eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Høy	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Diffus avrenning fra annen jordbrukskilde	Liten grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	08.04.2022 13:42	1120,1124,1144	Klepp, Sola, Kvitsøy
0242000031-C	Boknafjord-ytre	CN1521112	N1	CW-NEA1/26	Nordsjøen Sør	Åpen eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Høy	Blandet	Kort (dager)	Moderat (1 - 3 knop)			Svært god	Ikke relevant	Udefinert	Svært god	Udefinert	God	Rogaland FK	Rogaland	Haugaland	40	KARMØY	8/13/2018 1:24:30 PM	1144,1149	Kvitsøy, Karmøy
0242000032-C	Sirafjorden	CN1521112	N1	CW-NEA1/26	Nordsjøen Sør	Åpen eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Høy	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Diffus avrenning fra spredt bebyggelse	Liten grad	God	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Haugaland	40	KARMØY	9/23/2021 10:04:10 AM	1106,1149,1151,4612,4613	Haugesund, Karmøy, Utsira, Sveio, Bømlo
0242010101-2-C	Håsteinsfjorden mot Kvitsøy	CN2522112	N2	CW-NEA1/26	Nordsjøen Sør	Moderat eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Moderat	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Diffus avrenning og utslipp fra fiskeoppdrett	Liten grad	God	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	34	RYFYLKEØYANE	5/24/2020 4:32:38 PM	1127,1144	Randaberg, Kvitsøy
0242010101-2-C	Håsteinsfjorden mot Kvitsøy	CN2522112	N2	CW-NEA1/26	Nordsjøen Sør	Moderat eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Moderat	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Punktutslipp fra renseanlegg > 150000 PE	Liten grad	God	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	34	RYFYLKEØYANE	5/24/2020 4:32:38 PM	1127,1144	Randaberg, Kvitsøy
0242010101-2-C	Håsteinsfjorden mot Kvitsøy	CN2522112	N2	CW-NEA1/26	Nordsjøen Sør	Moderat eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Moderat	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Menneskelig påvirkning av annen årsak	Ukjent grad	God	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	34	RYFYLKEØYANE	5/24/2020 4:32:38 PM	1127,1144	Randaberg, Kvitsøy
0242010101-3-C	Håsteinsfjorden-indre	CN2522112	N2	CW-NEA1/26	Nordsjøen Sør	Moderat eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Moderat	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Punktutslipp fra renseanlegg > 150000 PE	Liten grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	5/18/2020 3:05:30 PM	1103,1124,1127,1144	Stavanger, Sola, Randaberg, Kvitsøy
0242010101-3-C	Håsteinsfjorden-indre	CN2522112	N2	CW-NEA1/26	Nordsjøen Sør	Moderat eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Moderat	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Punktutslipp fra industri (IED)	Liten grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	5/18/2020 3:05:30 PM	1103,1124,1127,1144	Stavanger, Sola, Randaberg, Kvitsøy
0242010101-3-C	Håsteinsfjorden-indre	CN2522112	N2	CW-NEA1/26	Nordsjøen Sør	Moderat eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Moderat	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Diffus avrenning fra spredt bebyggelse	Liten grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	5/18/2020 3:05:30 PM	1103,1124,1127,1144	Stavanger, Sola, Randaberg, Kvitsøy
0242010102-C	Kvitsøy - Sparholmane	CN2522112	N2	CW-NEA1/26	Nordsjøen Sør	Moderat eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Moderat	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Diffus avrenning fra spredt bebyggelse	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	34	RYFYLKEØYANE	4/20/2020 11:22:59 AM	1144	Kvitsøy
0242010102-C	Kvitsøy - Sparholmane	CN2522112	N2	CW-NEA1/26	Nordsjøen Sør	Moderat eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Moderat	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Diffus avrenning fra havneaktivitet	Liten grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	34	RYFYLKEØYANE	4/20/2020 11:22:59 AM	1144	Kvitsøy
0242010102-C	Kvitsøy - Sparholmane	CN2522112	N2	CW-NEA1/26	Nordsjøen Sør	Moderat eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Moderat	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Forsøpling eller ulovlige søppeltipper	Ukjent grad	God	Ikke relevant	Udefinert	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	34	RYFYLKEØYANE	4/20/2020 11:22:59 AM	1144	Kvitsøy
0242010103-1-C	Tananger havn	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Fysisk endring grunnet moloer	Stor grad	Ikke relevant	Moderat	Udefinert	God	Godt	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	9/26/2022 2:46:44 PM	1124	Sola
0242010103-1-C	Tananger havn	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra industri (ikke-IED)	Liten grad	Ikke relevant	Moderat	Udefinert	God	Godt	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	9/26/2022 2:46:44 PM	1124	Sola
0242010103-2-C	Risavika	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra industri (ikke-IED)	Ukjent grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	10/15/2021 9:40:24 AM	1124	Sola
0242010103-2-C	Risavika	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Punktutslipp fra industri (IED)	Ukjent grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	10/15/2021 9:40:24 AM	1124	Sola
0242010103-2-C	Risavika	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Fysisk endring grunnet havneanlegg	Stor grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	10/15/2021 9:40:24 AM	1124	Sola
0242010200-C	Hafrsfjorden	CN4023331	N6	Not applicable	Nordsjøen Sør	Ferskvannspåvirket beskyttet fjord	Udefinert	Liten (< 1 m)	Beskyttet	Lagdelt	Lang (måneder/år)	Svak (< 1 knop)	Fysisk endring grunnet vegkonstruksjon (veg i vassdrag, kulvert etc.)	Stor grad	Svært dårlig	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	9/26/2022 9:49:42 AM	1103,1124	Stavanger, Sola
0242010200-C	Hafrsfjorden	CN4023331	N6	Not applicable	Nordsjøen Sør	Ferskvannspåvirket beskyttet fjord	Udefinert	Liten (< 1 m)	Beskyttet	Lagdelt	Lang (måneder/år)	Svak (< 1 knop)	Forsøpling eller ulovlige søppeltipper	Ukjent grad	Svært dårlig	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	9/26/2022 9:49:42 AM	1103,1124	Stavanger, Sola
0242010200-C	Hafrsfjorden	CN4023331	N6	Not applicable	Nordsjøen Sør	Ferskvannspåvirket beskyttet fjord	Udefinert	Liten (< 1 m)	Beskyttet	Lagdelt	Lang (måneder/år)	Svak (< 1 knop)	Introduserte art - stillehavsøsters	Ukjent grad	Svært dårlig	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	9/26/2022 9:49:42 AM	1103,1124	Stavanger, Sola
0242010200-C	Hafrsfjorden	CN4023331	N6	Not applicable	Nordsjøen Sør	Ferskvannspåvirket beskyttet fjord	Udefinert	Liten (< 1 m)	Beskyttet	Lagdelt	Lang (måneder/år)	Svak (< 1 knop)	Diffus avrenning fra annen jordbrukskilde	Middels grad	Svært dårlig	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	9/26/2022 9:49:42 AM	1103,1124	Stavanger, Sola
0242010200-C	Hafrsfjorden	CN4023331	N6	Not applicable	Nordsjøen Sør	Ferskvannspåvirket beskyttet fjord	Udefinert	Liten (< 1 m)	Beskyttet	Lagdelt	Lang (måneder/år)	Svak (< 1 knop)	Diffus avrenning fra spredt bebyggelse	Middels grad	Svært dårlig	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	9/26/2022 9:49:42 AM	1103,1124	Stavanger, Sola
0242010300-C	Vistebukta	CN2522112	N2	CW-NEA1/26	Nordsjøen Sør	Moderat eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Moderat	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Diffus avrenning fra spredt bebyggelse	Liten grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	9/23/2022 1:54:21 PM	1103,1124,1127	Stavanger, Sola, Randaberg
0242010300-C	Vistebukta	CN2522112	N2	CW-NEA1/26	Nordsjøen Sør	Moderat eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Moderat	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Diffus avrenning fra annen jordbrukskilde	Liten grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	9/23/2022 1:54:21 PM	1103,1124,1127	Stavanger, Sola, Randaberg
0242010300-C	Vistebukta	CN2522112	N2	CW-NEA1/26	Nordsjøen Sør	Moderat eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Moderat	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Punktutslipp fra regnvannsoverløp	Liten grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	28	FIGGJO/JÆREN	9/23/2022 1:54:21 PM	1103,1124,1127	Stavanger, Sola, Randaberg
0242010401-1-C	Dysjalandsvågen	CN2522112	N2	CW-NEA1/26	Nordsjøen Sør	Moderat eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Moderat	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Diffus avrenning fra annen jordbrukskilde	Middels grad	Moderat	Ikke relevant	Udefinert	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	34	RYFYLKEØYANE	10/20/2021 1:23:56 PM	1103	Stavanger
0242010401-1-C	Dysjalandsvågen	CN2522112	N2	CW-NEA1/26	Nordsjøen Sør	Moderat eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Moderat	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Menneskelig påvirkning av annen årsak	Ukjent grad	Moderat	Ikke relevant	Udefinert	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	34	RYFYLKEØYANE	10/20/2021 1:23:56 PM	1103	Stavanger
0242010401-2-C	Kvitsøyfjorden	CN2522112	N2	CW-NEA1/26	Nordsjøen Sør	Moderat eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Moderat	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Punktutslipp fra industri (IED)	Liten grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	34	RYFYLKEØYANE	9/26/2022 4:14:20 PM	1103,1127,1144	Stavanger, Randaberg, Kvitsøy
0242010401-2-C	Kvitsøyfjorden	CN2522112	N2	CW-NEA1/26	Nordsjøen Sør	Moderat eksponert kyst	Euhalin (> 30)	Liten (< 1 m)	Moderat	Blandet	Kort (dager)	Moderat (1 - 3 knop)	Punktutslipp fra renseanlegg > 150000 PE	Liten grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	34	RYFYLKEØYANE	9/26/2022 4:14:20 PM	1103,1127,1144	Stavanger, Randaberg, Kvitsøy
0242010402-C	Klostervågen	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra annen jordbrukskilde	Middels grad	Svært dårlig	Ikke relevant	Udefinert	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	34	RYFYLKEØYANE	10/20/2021 11:36:43 AM	1103	Stavanger
0242010402-C	Klostervågen	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra spredt bebyggelse	Middels grad	Svært dårlig	Ikke relevant	Udefinert	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	34	RYFYLKEØYANE	10/20/2021 11:36:43 AM	1103	Stavanger
0242010402-C	Klostervågen	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Menneskelig påvirkning av annen årsak	Ukjent grad	Svært dårlig	Ikke relevant	Udefinert	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	34	RYFYLKEØYANE	10/20/2021 11:36:43 AM	1103	Stavanger
0242010500-1-C	Byfjorden - Åmøyfjorden	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Introduserte art - stillehavsøsters	Ukjent grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	29	STAVANGER OG SANDNES KOMMUNER	10.12.2022 14:16	1103,1127	Stavanger, Randaberg
0242010500-1-C	Byfjorden - Åmøyfjorden	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra industrier	Middels grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	29	STAVANGER OG SANDNES KOMMUNER	10.12.2022 14:16	1103,1127	Stavanger, Randaberg
0242010500-2-C	Tasta - Ulsneset	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra industrier	Stor grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	29	STAVANGER OG SANDNES KOMMUNER	9/22/2022 4:02:02 PM	1103	Stavanger
0242010500-2-C	Tasta - Ulsneset	CN3523222	N3	CW-NEA7	Nordsjøen Sør	Beskyttet kyst/fjord	Euhalin (> 30)	Liten (< 1 m)	Beskyttet	Delvis blandet	Moderat (uker)	Moderat (1 - 3 knop)	Diffus avrenning fra annen kilde	Stor grad	Moderat	Ikke relevant	Dårlig	God	Udefinert	God	Rogaland FK	Rogaland	Jæren	29	STAVANGER OG SANDNES KOMMUNER	9/22/2022 4:02:02 PM	1103	Stavanger
